OBJECTID,Survey,Spp_Name,Number_,Len1,Len2,Len3,Len4,Len5,Len6,Len7,Len8,Len9,Len10,Len11,Len12,Len13,Len14,Len15,Len16,Len17,Len18,Len19,Len20
5356,FKM11050102,Eucinostomus spp.,1,31,,,,,,,,,,,,,,,,,,,
5357,FKM11050103,Lutjanus griseus,1,79,,,,,,,,,,,,,,,,,,,
5358,FKM11050103,Eucinostomus gula,7,80,50,70,56,70,51,54,,,,,,,,,,,,,
5359,FKM11050103,Lagodon rhomboides,2,57,51,,,,,,,,,,,,,,,,,,
5360,FKM11050103,Strongylura notata,1,75,,,,,,,,,,,,,,,,,,,
5361,FKM11050103,Carangidae spp.,1,25,,,,,,,,,,,,,,,,,,,
5362,FKM11050103,Eucinostomus spp.,4,25,10,20,25,,,,,,,,,,,,,,,,
5363,FKM11050103,Sphoeroides nephelus,1,12,,,,,,,,,,,,,,,,,,,
5364,FKM11050104,Lactophrys trigonus,1,108,,,,,,,,,,,,,,,,,,,
5365,FKM11050104,Strongylura notata,4,150,121,91,111,,,,,,,,,,,,,,,,
5366,FKM11050104,Hypoatherina harringtonensis,5,24,20,19,22,22,,,,,,,,,,,,,,,
5367,FKM11050105,Trachinotus carolinus,7,210,165,172,205,210,190,184,,,,,,,,,,,,,
5368,FKM11050105,Sphoeroides nephelus,1,40,,,,,,,,,,,,,,,,,,,
5369,FKM11050105,Calamus arctifrons,1,59,,,,,,,,,,,,,,,,,,,
5370,FKM11050105,Eucinostomus spp.,5,26,28,24,18,26,,,,,,,,,,,,,,,
5371,FKM11050106,Haemulon sciurus,29,24,16,60,34,35,25,22,35,41,34,,,,,,,,,,
5372,FKM11050106,Eucinostomus spp.,5,15,18,14,14,16,,,,,,,,,,,,,,,
5373,FKM11050106,Eucinostomus gula,3,57,46,73,,,,,,,,,,,,,,,,,
5374,FKM11050106,Haemulon parra,3,36,37,32,,,,,,,,,,,,,,,,,
5375,FKM11050106,Lagodon rhomboides,2,82,77,,,,,,,,,,,,,,,,,,
5376,FKM11050106,Haemulon plumierii,1,54,,,,,,,,,,,,,,,,,,,
5377,FKM11050107,Lagodon rhomboides,2,82,56,,,,,,,,,,,,,,,,,,
5378,FKM11050107,Eucinostomus gula,8,67,56,48,51,46,50,67,59,,,,,,,,,,,,
5379,FKM11050107,Acanthostracion quadricornis,1,60,,,,,,,,,,,,,,,,,,,
5380,FKM11050107,Eucinostomus spp.,4,21,28,19,17,,,,,,,,,,,,,,,,
5381,FKM11050107,Monacanthus ciliatus,1,25,,,,,,,,,,,,,,,,,,,
5382,FKM11050108,Lagodon rhomboides,82,92,51,65,42,65,49,55,47,55,37,,,,,,,,,,
5383,FKM11050108,Strongylura notata,1,121,,,,,,,,,,,,,,,,,,,
5384,FKM11050108,Nicholsina usta,1,110,,,,,,,,,,,,,,,,,,,
5385,FKM11050108,Abudefduf saxatilis,10,32,37,22,16,15,16,37,27,15,17,,,,,,,,,,
5386,FKM11050108,Haemulon plumierii,1,45,,,,,,,,,,,,,,,,,,,
5387,FKM11050108,Eucinostomus gula,4,79,65,67,60,,,,,,,,,,,,,,,,
5388,FKM11050108,Haemulon sciurus,13,39,19,30,30,15,27,17,17,19,18,,,,,,,,,,
5389,FKM11050108,Haemulon parra,6,30,27,24,32,26,32,,,,,,,,,,,,,,
5390,FKM11050108,Sparisoma chrysopterum,1,69,,,,,,,,,,,,,,,,,,,
5391,FKM11050108,Syngnathus floridae,1,105,,,,,,,,,,,,,,,,,,,
5392,FKM11050108,Archosargus rhomboidalis,1,65,,,,,,,,,,,,,,,,,,,
5393,FKM11050108,Scarus iseri,1,48,,,,,,,,,,,,,,,,,,,
5394,FKM11050109,Sparisoma chrysopterum,4,121,77,60,64,,,,,,,,,,,,,,,,
5395,FKM11050109,Lagodon rhomboides,11,87,78,82,61,79,77,82,71,77,70,,,,,,,,,,
5396,FKM11050109,Eucinostomus gula,1,80,,,,,,,,,,,,,,,,,,,
5397,FKM11050109,Harengula jaguana,29,49,31,35,37,35,36,42,37,43,41,,,,,,,,,,
5398,FKM11050109,Sphyraena barracuda,1,65,,,,,,,,,,,,,,,,,,,
5399,FKM11050109,Haemulon plumierii,2,54,52,,,,,,,,,,,,,,,,,,
5400,FKM11050109,Haemulon sciurus,14,16,26,20,30,25,18,19,27,23,20,,,,,,,,,,
5401,FKM11050109,Scarus iseri,8,69,58,70,60,44,47,24,60,,,,,,,,,,,,
5402,FKM11050109,Haemulon parra,1,25,,,,,,,,,,,,,,,,,,,
5403,FKM11050109,Lutjanus griseus,1,62,,,,,,,,,,,,,,,,,,,
5404,FKM11050109,Haemulon spp.,1,14,,,,,,,,,,,,,,,,,,,
5405,FKM11050109,Eucinostomus spp.,1,20,,,,,,,,,,,,,,,,,,,
5406,FKM11050109,Monacanthus ciliatus,1,5,,,,,,,,,,,,,,,,,,,
5407,FKM11050110,Lagodon rhomboides,1,74,,,,,,,,,,,,,,,,,,,
5408,FKM11050110,Haemulon sciurus,5,17,17,18,16,17,,,,,,,,,,,,,,,
5409,FKM11050110,Stephanolepis hispidus,1,19,,,,,,,,,,,,,,,,,,,
5410,FKM11050110,Haemulon plumierii,1,24,,,,,,,,,,,,,,,,,,,
5411,FKM11050110,Monacanthus ciliatus,1,19,,,,,,,,,,,,,,,,,,,
5412,FKM11060101,Floridichthys carpio,690,19,23,24,40,51,30,29,18,23,47,,,,,,,,,,
5413,FKM11060101,Eucinostomus spp.,13,29,22,35,24,26,30,30,30,32,31,,,,,,,,,,
5414,FKM11060101,Sphyraena barracuda,1,62,,,,,,,,,,,,,,,,,,,
5415,FKM11060101,Eucinostomus jonesii,1,45,,,,,,,,,,,,,,,,,,,
5416,FKM11060101,Strongylura notata,1,62,,,,,,,,,,,,,,,,,,,
5417,FKM11060101,Lucania parva,1,21,,,,,,,,,,,,,,,,,,,
5418,FKM11060102,Eucinostomus gula,2,70,80,,,,,,,,,,,,,,,,,,
5419,FKM11060102,Lagodon rhomboides,19,54,38,63,53,53,43,57,54,63,57,,,,,,,,,,
5420,FKM11060102,Lutjanus griseus,2,37,69,,,,,,,,,,,,,,,,,,
5421,FKM11060102,Haemulon plumierii,7,32,28,36,25,35,33,29,,,,,,,,,,,,,
5422,FKM11060102,Sphyraena barracuda,1,38,,,,,,,,,,,,,,,,,,,
5423,FKM11060102,Stephanolepis hispidus,1,29,,,,,,,,,,,,,,,,,,,
5424,FKM11060102,Syngnathus floridae,1,101,,,,,,,,,,,,,,,,,,,
5425,FKM11060102,Abudefduf saxatilis,1,26,,,,,,,,,,,,,,,,,,,
5426,FKM11060103,Strongylura notata,1,140,,,,,,,,,,,,,,,,,,,
5427,FKM11060103,Lactophrys spp.,3,27,30,21,,,,,,,,,,,,,,,,,
5428,FKM11060103,Lagodon rhomboides,1,100,,,,,,,,,,,,,,,,,,,
5429,FKM11060103,Sphoeroides spengleri,2,56,50,,,,,,,,,,,,,,,,,,
5430,FKM11060103,Syngnathus floridae,1,160,,,,,,,,,,,,,,,,,,,
5431,FKM11060103,Syngnathus scovelli,2,108,96,,,,,,,,,,,,,,,,,,
5432,FKM11060103,Stephanolepis hispidus,1,50,,,,,,,,,,,,,,,,,,,
5433,FKM11060103,Haemulon carbonarium,1,51,,,,,,,,,,,,,,,,,,,
5434,FKM11060103,Eucinostomus spp.,1,22,,,,,,,,,,,,,,,,,,,
5435,FKM11060103,Haemulon sciurus,2,35,27,,,,,,,,,,,,,,,,,,
5436,FKM11060103,Haemulon plumierii,2,32,34,,,,,,,,,,,,,,,,,,
5437,FKM11060103,Paralichthys albigutta,1,19,,,,,,,,,,,,,,,,,,,
5438,FKM11060104,Acanthostracion quadricornis,2,130,93,,,,,,,,,,,,,,,,,,
5439,FKM11060104,Lagodon rhomboides,2,97,102,,,,,,,,,,,,,,,,,,
5440,FKM11060104,Haemulon sciurus,39,50,26,36,45,39,28,32,30,22,34,,,,,,,,,,
5441,FKM11060104,Atherinomorus stipes,74,35,33,29,34,31,27,34,33,36,31,,,,,,,,,,
5442,FKM11060104,Lactophrys trigonus,2,37,33,,,,,,,,,,,,,,,,,,
5443,FKM11060104,Haemulon carbonarium,25,53,30,24,28,22,41,35,32,44,42,,,,,,,,,,
5444,FKM11060104,Eucinostomus spp.,33,19,19,18,28,22,24,19,18,21,33,,,,,,,,,,
5445,FKM11060104,Haemulon plumierii,7,33,39,30,38,25,25,36,,,,,,,,,,,,,
5446,FKM11060104,Eucinostomus gula,1,71,,,,,,,,,,,,,,,,,,,
5447,FKM11060104,Sparisoma chrysopterum,6,46,56,47,48,38,45,,,,,,,,,,,,,,
5448,FKM11060104,Monacanthus ciliatus,1,52,,,,,,,,,,,,,,,,,,,
5449,FKM11060104,Syngnathus scovelli,5,95,80,92,80,52,,,,,,,,,,,,,,,
5450,FKM11060104,Symphurus plagiusa,1,88,,,,,,,,,,,,,,,,,,,
5451,FKM11060104,Stephanolepis hispidus,1,42,,,,,,,,,,,,,,,,,,,
5452,FKM11060104,Scarus spp.,1,22,,,,,,,,,,,,,,,,,,,
5453,FKM11060104,Lactophrys spp.,2,10,6,,,,,,,,,,,,,,,,,,
5454,FKM11060104,Haemulon parra,1,25,,,,,,,,,,,,,,,,,,,
5455,FKM11060104,Strongylura notata,1,118,,,,,,,,,,,,,,,,,,,
5456,FKM11060104,Uraspis secunda,1,17,,,,,,,,,,,,,,,,,,,
5457,FKM11060104,Sphyraena barracuda,1,27,,,,,,,,,,,,,,,,,,,
5458,FKM11060105,Acanthostracion quadricornis,1,100,,,,,,,,,,,,,,,,,,,
5459,FKM11060105,Eucinostomus gula,8,90,43,46,71,61,40,41,43,,,,,,,,,,,,
5460,FKM11060105,Strongylura notata,2,160,100,,,,,,,,,,,,,,,,,,
5461,FKM11060105,Lutjanus synagris,3,39,30,24,,,,,,,,,,,,,,,,,
5462,FKM11060105,Eucinostomus spp.,17,34,38,38,20,14,39,37,38,32,34,,,,,,,,,,
5463,FKM11060105,Syngnathus scovelli,9,85,80,74,75,76,70,74,72,77,,,,,,,,,,,
5464,FKM11060105,Lucania parva,2,26,30,,,,,,,,,,,,,,,,,,
5465,FKM11060105,Bathygobius soporator,7,34,40,30,30,32,34,28,,,,,,,,,,,,,
5466,FKM11060105,Floridichthys carpio,2,24,21,,,,,,,,,,,,,,,,,,
5467,FKM11060105,Lutjanus apodus,1,31,,,,,,,,,,,,,,,,,,,
5468,FKM11060105,Abudefduf saxatilis,11,22,21,19,29,26,22,19,20,20,22,,,,,,,,,,
5469,FKM11060105,Farfantepenaeus duorarum,2,11,11,,,,,,,,,,,,,,,,,,
5470,FKM11060105,Haemulon spp.,1,18,,,,,,,,,,,,,,,,,,,
5471,FKM11060106,Strongylura notata,3,126,115,56,,,,,,,,,,,,,,,,,
5472,FKM11060106,Lagodon rhomboides,4,67,67,67,67,,,,,,,,,,,,,,,,
5473,FKM11060106,Syngnathus scovelli,1,87,,,,,,,,,,,,,,,,,,,
5474,FKM11060106,Eucinostomus spp.,2,16,18,,,,,,,,,,,,,,,,,,
5475,FKM11060106,Hypoatherina harringtonensis,1,25,,,,,,,,,,,,,,,,,,,
5476,FKM11060106,Lactophrys spp.,1,13,,,,,,,,,,,,,,,,,,,
5477,FKM11060106,Stephanolepis hispidus,2,29,31,,,,,,,,,,,,,,,,,,
5478,FKM11060107,Acanthostracion quadricornis,5,82,60,115,54,64,,,,,,,,,,,,,,,
5479,FKM11060107,Nicholsina usta,3,135,150,135,,,,,,,,,,,,,,,,,
5480,FKM11060107,Synodus foetens,1,160,,,,,,,,,,,,,,,,,,,
5481,FKM11060107,Lagodon rhomboides,2,98,99,,,,,,,,,,,,,,,,,,
5482,FKM11060107,Eucinostomus spp.,220,26,24,21,15,21,17,21,20,15,19,,,,,,,,,,
5483,FKM11060107,Sphoeroides spengleri,2,58,66,,,,,,,,,,,,,,,,,,
5484,FKM11060107,Haemulon sciurus,11,22,24,22,26,21,36,29,32,37,22,,,,,,,,,,
5485,FKM11060107,Stephanolepis hispidus,1,69,,,,,,,,,,,,,,,,,,,
5486,FKM11060107,Monacanthus ciliatus,7,75,28,30,51,39,30,27,,,,,,,,,,,,,
5487,FKM11060107,Strongylura notata,2,80,69,,,,,,,,,,,,,,,,,,
5488,FKM11060107,Halichoeres bivittatus,2,62,36,,,,,,,,,,,,,,,,,,
5489,FKM11060107,Sparisoma chrysopterum,4,53,57,29,41,,,,,,,,,,,,,,,,
5490,FKM11060107,Haemulon parra,1,30,,,,,,,,,,,,,,,,,,,
5491,FKM11060108,Strongylura notata,5,175,125,112,150,84,,,,,,,,,,,,,,,
5492,FKM11060108,Lagodon rhomboides,33,59,56,63,65,45,55,42,62,50,61,,,,,,,,,,
5493,FKM11060108,Lachnolaimus maximus,2,34,27,,,,,,,,,,,,,,,,,,
5494,FKM11060108,Haemulon plumierii,28,31,78,57,48,77,62,78,39,62,58,,,,,,,,,,
5495,FKM11060108,Stephanolepis hispidus,7,49,25,45,40,21,34,25,,,,,,,,,,,,,
5496,FKM11060108,Eucinostomus gula,2,40,42,,,,,,,,,,,,,,,,,,
5497,FKM11060108,Monacanthus ciliatus,2,41,35,,,,,,,,,,,,,,,,,,
5498,FKM11060108,Syngnathus scovelli,1,95,,,,,,,,,,,,,,,,,,,
5499,FKM11060108,Haemulon parra,3,38,48,45,,,,,,,,,,,,,,,,,
5500,FKM11060108,Syngnathus floridae,1,170,,,,,,,,,,,,,,,,,,,
5501,FKM11060108,Haemulon sciurus,9,30,30,22,21,22,17,25,25,19,,,,,,,,,,,
5502,FKM11060108,Lutjanus griseus,1,61,,,,,,,,,,,,,,,,,,,
5503,FKM11060108,Eucinostomus spp.,3,38,37,15,,,,,,,,,,,,,,,,,
5504,FKM11060108,Hippocampus erectus,1,12,,,,,,,,,,,,,,,,,,,
5505,FKM11060109,Lagodon rhomboides,1,59,,,,,,,,,,,,,,,,,,,
5506,FKM11060109,Haemulon plumierii,19,65,71,67,68,58,68,30,25,77,32,,,,,,,,,,
5507,FKM11060109,Strongylura notata,1,161,,,,,,,,,,,,,,,,,,,
5508,FKM11060109,Monacanthus ciliatus,3,22,61,17,,,,,,,,,,,,,,,,,
5509,FKM11060109,Acanthostracion quadricornis,1,89,,,,,,,,,,,,,,,,,,,
5510,FKM11060109,Lutjanus griseus,1,85,,,,,,,,,,,,,,,,,,,
5511,FKM11060109,Hypoatherina harringtonensis,38,28,24,26,27,29,24,29,31,30,26,,,,,,,,,,
5512,FKM11060109,Synodus foetens,1,110,,,,,,,,,,,,,,,,,,,
5513,FKM11060109,Stephanolepis hispidus,1,42,,,,,,,,,,,,,,,,,,,
5514,FKM11060109,Halichoeres bivittatus,1,28,,,,,,,,,,,,,,,,,,,
5515,FKM11060109,Haemulon sciurus,1,28,,,,,,,,,,,,,,,,,,,
5516,FKM11060109,Scarus spp.,1,19,,,,,,,,,,,,,,,,,,,
5517,FKM11060109,Eucinostomus spp.,1,30,,,,,,,,,,,,,,,,,,,
5518,FKM11060110,Strongylura notata,1,160,,,,,,,,,,,,,,,,,,,
5519,FKM11060110,Hyporhamphus unifasciatus,13,68,75,72,68,73,69,81,81,74,64,,,,,,,,,,
5520,FKM11060110,Monacanthus ciliatus,3,49,52,32,,,,,,,,,,,,,,,,,
5521,FKM11060110,Synodus foetens,2,109,123,,,,,,,,,,,,,,,,,,
5522,FKM11060110,Hypoatherina harringtonensis,99,25,21,22,20,21,24,25,25,27,22,,,,,,,,,,
5523,FKM11060110,Hippocampus erectus,1,34,,,,,,,,,,,,,,,,,,,
5524,FKM11060110,Haemulon sciurus,3,25,25,24,,,,,,,,,,,,,,,,,
5525,FKM11060110,Haemulon plumierii,14,26,80,32,34,34,31,27,23,38,26,,,,,,,,,,
5526,FKM11060110,Acanthostracion quadricornis,1,65,,,,,,,,,,,,,,,,,,,
5527,FKM11060110,Sphyraena barracuda,1,121,,,,,,,,,,,,,,,,,,,
5528,FKM11060110,Sphoeroides spengleri,1,60,,,,,,,,,,,,,,,,,,,
5529,FKM11060110,Lagodon rhomboides,1,57,,,,,,,,,,,,,,,,,,,
5530,FKM11060110,Stephanolepis hispidus,1,47,,,,,,,,,,,,,,,,,,,
5531,FKM11060110,Eucinostomus spp.,3,34,21,14,,,,,,,,,,,,,,,,,
5532,FKM11060110,Lutjanus griseus,1,70,,,,,,,,,,,,,,,,,,,
5533,FKM11060110,Eucinostomus gula,1,45,,,,,,,,,,,,,,,,,,,
5534,FKM11060110,Atherinomorus stipes,2,29,31,,,,,,,,,,,,,,,,,,
5535,FKM11070101,Eucinostomus spp.,14,20,31,37,34,21,20,22,34,25,18,,,,,,,,,,
5536,FKM11070101,Eucinostomus gula,1,41,,,,,,,,,,,,,,,,,,,
5537,FKM11070101,Uraspis secunda,1,28,,,,,,,,,,,,,,,,,,,
5538,FKM11070101,Synodus foetens,1,35,,,,,,,,,,,,,,,,,,,
5539,FKM11070101,Floridichthys carpio,11,19,41,25,19,26,21,27,22,19,19,,,,,,,,,,
5540,FKM11070102,Strongylura notata,15,175,183,175,201,170,165,152,168,168,148,,,,,,,,,,
5541,FKM11070102,Lutjanus griseus,1,15,,,,,,,,,,,,,,,,,,,
5542,FKM11070102,Monacanthus ciliatus,1,11,,,,,,,,,,,,,,,,,,,
5543,FKM11070102,Floridichthys carpio,2,14,19,,,,,,,,,,,,,,,,,,
5544,FKM11070102,Stephanolepis hispidus,1,10,,,,,,,,,,,,,,,,,,,
5545,FKM11070102,Lagodon rhomboides,1,67,,,,,,,,,,,,,,,,,,,
5546,FKM11070102,Syngnathus scovelli,1,66,,,,,,,,,,,,,,,,,,,
5547,FKM11070102,Farfantepenaeus duorarum,1,6,,,,,,,,,,,,,,,,,,,
5548,FKM11070103,Harengula jaguana,230,41,42,51,39,41,41,39,45,40,39,,,,,,,,,,
5549,FKM11070103,Strongylura notata,1,39,,,,,,,,,,,,,,,,,,,
5550,FKM11070103,Atherinomorus stipes,69,34,29,26,28,30,30,29,28,31,36,,,,,,,,,,
5551,FKM11070103,Lutjanus apodus,3,26,23,34,,,,,,,,,,,,,,,,,
5552,FKM11070103,Eucinostomus gula,11,48,41,64,71,44,40,53,45,42,67,,,,,,,,,,
5553,FKM11070103,Eucinostomus spp.,4,20,29,29,22,,,,,,,,,,,,,,,,
5554,FKM11070103,Floridichthys carpio,33,34,27,42,33,28,38,31,34,17,28,,,,,,,,,,
5555,FKM11070103,Farfantepenaeus duorarum,1,5,,,,,,,,,,,,,,,,,,,
5556,FKM11070103,Lutjanus griseus,2,26,17,,,,,,,,,,,,,,,,,,
5557,FKM11070104,Strongylura notata,5,152,146,151,152,149,,,,,,,,,,,,,,,
5558,FKM11070104,Eucinostomus spp.,72,24,20,18,27,22,34,30,13,35,32,,,,,,,,,,
5559,FKM11070104,Atherinomorus stipes,548,31,27,28,29,27,36,33,34,35,39,,,,,,,,,,
5560,FKM11070104,Eucinostomus gula,1,42,,,,,,,,,,,,,,,,,,,
5561,FKM11070104,Haemulon carbonarium,6,39,38,29,38,23,32,,,,,,,,,,,,,,
5562,FKM11070104,Lutjanus apodus,1,21,,,,,,,,,,,,,,,,,,,
5563,FKM11070104,Lutjanus griseus,3,19,18,17,,,,,,,,,,,,,,,,,
5564,FKM11070104,Floridichthys carpio,1,20,,,,,,,,,,,,,,,,,,,
5565,FKM11070104,Haemulon parra,1,29,,,,,,,,,,,,,,,,,,,
5566,FKM11070105,Acanthostracion quadricornis,1,115,,,,,,,,,,,,,,,,,,,
5567,FKM11070105,Sphoeroides spengleri,1,56,,,,,,,,,,,,,,,,,,,
5568,FKM11070105,Sphyraena barracuda,1,35,,,,,,,,,,,,,,,,,,,
5569,FKM11070105,Ostraciidae spp.,4,14,12,11,14,,,,,,,,,,,,,,,,
5570,FKM11070105,Atherinomorus stipes,36,30,31,34,33,34,31,25,32,32,34,,,,,,,,,,
5571,FKM11070105,Eucinostomus gula,4,42,22,42,44,,,,,,,,,,,,,,,,
5572,FKM11070105,Eucinostomus spp.,21,20,29,27,34,31,32,35,31,32,28,,,,,,,,,,
5573,FKM11070105,Synodus foetens,1,73,,,,,,,,,,,,,,,,,,,
5574,FKM11070105,Eucinostomus lefroyi,1,54,,,,,,,,,,,,,,,,,,,
5575,FKM11070105,Haemulon parra,4,21,16,21,18,,,,,,,,,,,,,,,,
5576,FKM11070105,Bathygobius soporator,1,36,,,,,,,,,,,,,,,,,,,
5577,FKM11070105,Lutjanus synagris,2,49,12,,,,,,,,,,,,,,,,,,
5578,FKM11070105,Syngnathus floridae,4,116,110,105,95,,,,,,,,,,,,,,,,
5579,FKM11070105,Strongylura notata,1,71,,,,,,,,,,,,,,,,,,,
5580,FKM11070105,Lutjanus apodus,1,59,,,,,,,,,,,,,,,,,,,
5581,FKM11070105,Haemulon sciurus,1,30,,,,,,,,,,,,,,,,,,,
5582,FKM11070106,Lactophrys trigonus,1,100,,,,,,,,,,,,,,,,,,,
5583,FKM11070106,Eucinostomus gula,2,78,84,,,,,,,,,,,,,,,,,,
5584,FKM11070106,Calamus arctifrons,1,95,,,,,,,,,,,,,,,,,,,
5585,FKM11070106,Eucinostomus spp.,36,31,33,20,27,26,21,18,19,19,38,,,,,,,,,,
5586,FKM11070106,Prionotus scitulus,1,50,,,,,,,,,,,,,,,,,,,
5587,FKM11070106,Syngnathus floridae,1,152,,,,,,,,,,,,,,,,,,,
5588,FKM11070106,Eucinostomus lefroyi,2,95,80,,,,,,,,,,,,,,,,,,
5589,FKM11070106,Opistognathus spp.,1,40,,,,,,,,,,,,,,,,,,,
5590,FKM11070106,Lagodon rhomboides,1,62,,,,,,,,,,,,,,,,,,,
5591,FKM11070106,Haemulon parra,1,33,,,,,,,,,,,,,,,,,,,
5592,FKM11070107,Acanthostracion quadricornis,2,146,92,,,,,,,,,,,,,,,,,,
5593,FKM11070107,Archosargus rhomboidalis,3,151,118,121,,,,,,,,,,,,,,,,,
5594,FKM11070107,Calamus arctifrons,1,152,,,,,,,,,,,,,,,,,,,
5595,FKM11070107,Aluterus scriptus,1,155,,,,,,,,,,,,,,,,,,,
5596,FKM11070107,Haemulon parra,1,20,,,,,,,,,,,,,,,,,,,
5597,FKM11070107,Eucinostomus gula,2,78,74,,,,,,,,,,,,,,,,,,
5598,FKM11070107,Eucinostomus spp.,11,37,21,21,26,24,36,27,27,23,32,,,,,,,,,,
5599,FKM11070107,Haemulon plumierii,10,41,38,34,34,38,31,38,40,38,26,,,,,,,,,,
5600,FKM11070107,Haemulon sciurus,3,34,23,47,,,,,,,,,,,,,,,,,
5601,FKM11070107,Sparisoma chrysopterum,4,42,40,47,34,,,,,,,,,,,,,,,,
5602,FKM11070107,Lutjanus synagris,1,15,,,,,,,,,,,,,,,,,,,
5603,FKM11070108,Atherinomorus stipes,407,33,35,29,34,32,31,31,29,33,31,,,,,,,,,,
5604,FKM11070108,Lucania parva,766,16,17,21,20,21,23,18,21,29,18,,,,,,,,,,
5605,FKM11070108,Floridichthys carpio,243,40,34,32,34,21,17,24,24,40,49,,,,,,,,,,
5606,FKM11070109,Callinectes sapidus,1,90,,,,,,,,,,,,,,,,,,,
5607,FKM11070109,Atherinomorus stipes,18795,29,35,36,30,26,36,31,21,29,25,,,,,,,,,,
5608,FKM11070109,Acanthostracion quadricornis,2,146,152,,,,,,,,,,,,,,,,,,
5609,FKM11070109,Eucinostomus gula,24,49,50,49,47,55,42,51,56,45,44,,,,,,,,,,
5610,FKM11070109,Lagodon rhomboides,1,121,,,,,,,,,,,,,,,,,,,
5611,FKM11070109,Sphyraena barracuda,1,105,,,,,,,,,,,,,,,,,,,
5612,FKM11070109,Eucinostomus spp.,66,32,35,26,34,24,37,26,24,24,27,,,,,,,,,,
5613,FKM11070109,Haemulon parra,3,42,39,44,,,,,,,,,,,,,,,,,
5614,FKM11070109,Floridichthys carpio,9,48,41,38,35,32,28,34,38,25,,,,,,,,,,,
5615,FKM11070109,Lutjanus analis,1,56,,,,,,,,,,,,,,,,,,,
5616,FKM11070109,Archosargus rhomboidalis,1,56,,,,,,,,,,,,,,,,,,,
5617,FKM11070109,Haemulon plumierii,1,28,,,,,,,,,,,,,,,,,,,
5618,FKM11070109,Lutjanus synagris,2,24,18,,,,,,,,,,,,,,,,,,
5619,FKM11070109,Lucania parva,2,17,19,,,,,,,,,,,,,,,,,,
5620,FKM11070109,Ocyurus chrysurus,1,18,,,,,,,,,,,,,,,,,,,
5621,FKM11070109,Farfantepenaeus duorarum,1,9,,,,,,,,,,,,,,,,,,,
5622,FKM11070110,Sphyraena barracuda,2,165,110,,,,,,,,,,,,,,,,,,
5623,FKM11070110,Eucinostomus gula,51,57,52,58,71,43,47,51,49,42,46,,,,,,,,,,
5624,FKM11070110,Eucinostomus spp.,73,29,37,35,34,31,22,31,26,38,35,,,,,,,,,,
5625,FKM11070110,Sparisoma chrysopterum,4,41,64,54,43,,,,,,,,,,,,,,,,
5626,FKM11070110,Floridichthys carpio,5,49,41,44,41,38,,,,,,,,,,,,,,,
5627,FKM11080101,Eucinostomus spp.,56,37,35,32,29,34,38,28,26,23,36,,,,,,,,,,
5628,FKM11080101,Strongylura notata,9,165,158,94,153,165,127,155,166,153,,,,,,,,,,,
5629,FKM11080101,Eucinostomus gula,11,42,43,47,56,51,49,46,48,47,,,,,,,,,,,
5630,FKM11080101,Floridichthys carpio,9,26,26,23,24,22,23,23,19,24,,,,,,,,,,,
5631,FKM11080102,Eucinostomus gula,2,49,43,,,,,,,,,,,,,,,,,,
5632,FKM11080102,Eucinostomus spp.,6,38,18,36,27,29,24,,,,,,,,,,,,,,
5633,FKM11080102,Floridichthys carpio,9,20,26,25,24,23,27,30,27,28,,,,,,,,,,,
5634,FKM11080102,Strongylura notata,1,94,,,,,,,,,,,,,,,,,,,
5635,FKM11080102,Lutjanus griseus,4,51,38,39,43,,,,,,,,,,,,,,,,
5636,FKM11080102,Lutjanus apodus,4,45,43,46,42,,,,,,,,,,,,,,,,
5637,FKM11080102,Haemulon aurolineatum,1,49,,,,,,,,,,,,,,,,,,,
5638,FKM11080201,Strongylura notata,3,133,180,111,,,,,,,,,,,,,,,,,
5639,FKM11080201,Lagodon rhomboides,2,113,74,,,,,,,,,,,,,,,,,,
5640,FKM11080201,Lutjanus griseus,3,105,39,24,,,,,,,,,,,,,,,,,
5641,FKM11080201,Eucinostomus spp.,6,35,36,27,18,24,26,,,,,,,,,,,,,,
5642,FKM11080201,Eucinostomus gula,6,43,42,41,44,37,42,,,,,,,,,,,,,,
5643,FKM11080201,Nicholsina usta,1,53,,,,,,,,,,,,,,,,,,,
5644,FKM11080201,Ocyurus chrysurus,3,43,39,42,,,,,,,,,,,,,,,,,
5645,FKM11080201,Haemulon parra,1,47,,,,,,,,,,,,,,,,,,,
5646,FKM11080201,Aluterus scriptus,1,26,,,,,,,,,,,,,,,,,,,
5647,FKM11080202,Bathygobius soporator,1,50,,,,,,,,,,,,,,,,,,,
5648,FKM11080202,Eucinostomus spp.,17,34,38,31,37,26,18,31,34,36,36,,,,,,,,,,
5649,FKM11080202,Floridichthys carpio,22,43,39,36,46,45,31,34,38,40,42,,,,,,,,,,
5650,FKM11080202,Archosargus rhomboidalis,1,189,,,,,,,,,,,,,,,,,,,
5651,FKM11080202,Eucinostomus gula,5,44,42,48,46,48,,,,,,,,,,,,,,,
5652,FKM11080202,Lutjanus griseus,36,64,82,74,58,48,46,36,42,48,56,,,,,,,,,,
5653,FKM11080202,Eucinostomus lefroyi,1,57,,,,,,,,,,,,,,,,,,,
5654,FKM11080202,Haemulon sciurus,1,36,,,,,,,,,,,,,,,,,,,
5655,FKM11080202,Lutjanus apodus,4,43,31,24,17,,,,,,,,,,,,,,,,
5656,FKM11080202,Haemulon parra,7,34,22,52,38,26,37,30,,,,,,,,,,,,,
